Metagenome,MAG_ID,BGC_ID,class,Predicted_product,lg(TPM),Domain,Phylum,Class,Order,Family,Genus,Species
M36,Aegir_M36_B42,CENODMGI_45.region001,RiPP,RiPP-like,3.432954505,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
M36,Aegir_M36_B43,LKNDKLPM_299.region001,Polyketide,T3PKS,2.208529051,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,CALHXW01,
M36,Aegir_M36_B44,GAILNMON_187.region001,Other,hserlactone,3.079356712,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
M36,Aegir_M36_B46,AODPIKDL_136.region001,Terpene,Terpene generic,3.334063857,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_61.region001,RiPP,RiPP-like,3.080328245,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_6.region001,Polyketide,hglE-KS,3.047878308,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_58.region001,NRP,NRPS-like,3.045802625,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_115.region001,NRP,NRPS-like,2.993634557,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_104.region001,RiPP,RiPP-like,2.964311932,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_123.region001,Other,resorcinol,2.9632703,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_47.region001,RiPP,ranthipeptide,2.537847078,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B46,AODPIKDL_136.region002,Other,betalactone,2.496320537,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,,
M36,Aegir_M36_B48,IGGOJNFL_34.region001,RiPP,RiPP-like,4.322258332,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
M36,Aegir_M36_B48,IGGOJNFL_133.region001,Other,acyl_amino_acids,3.834355764,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
M36,Aegir_M36_B49,CFBHPGFJ_56.region001,Hybrid,arylpolyene:resorcinol,1.810915294,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
M36,Aegir_M36_B5,NNMJOBBE_320.region001,Other,resorcinol,2.477762785,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,
M36,Aegir_M36_B53,IDFHELPL_13.region001,RiPP,RiPP-like,3.576767623,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949725
M36,Aegir_M36_B53,IDFHELPL_14.region001,Other,hserlactone,3.497436221,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949725
M36,Aegir_M36_B54,NEFIDIMH_95.region001,RiPP,RRE-containing,2.29657212,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M36,Aegir_M36_B56,GDAKIHJJ_89.region001,Other,arylpolyene,3.233940851,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
M36,Aegir_M36_B57,IIFEMMGK_13.region001,RiPP,RiPP-like,4.008790426,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M36,Aegir_M36_B58,DAMCAHIH_64.region001,RiPP,RRE-containing,3.223189355,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,
M36,Aegir_M36_B58,DAMCAHIH_182.region001,Terpene,Terpene generic,3.220841164,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,
M36,Aegir_M36_B6,ECPJPLJJ_165.region001,RiPP,RRE-containing,2.820442015,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
M36,Aegir_M36_B60,IJJGOFGK_152.region001,RiPP,RRE-containing,3.846751096,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M36,Aegir_M36_B61,JOELOLGC_6.region001,RiPP,thiopeptide,1.909132767,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,JALVQM01,
M36,Aegir_M36_B62,NDIICOJF_21.region001,RiPP,RRE-containing,3.173888108,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B62,NDIICOJF_10.region001,Other,betalactone,2.648145371,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B62,NDIICOJF_10.region002,Hybrid,arylpolyene:resorcinol,2.636997564,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B62,NDIICOJF_21.region002,Other,betalactone,2.465819874,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,
M36,Aegir_M36_B63,OGCOFHCG_20.region001,RiPP,RiPP-like,3.346232331,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
M36,Aegir_M36_B63,OGCOFHCG_9.region001,Other,betalactone,3.285967165,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
M36,Aegir_M36_B64,GKCHABDB_34.region001,Polyketide,T1PKS,2.735060703,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_86.region001,Other,arylpolyene,2.539755282,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_68.region001,Other,arylpolyene,2.358347944,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_75.region001,Hybrid,hglE-KS:T1PKS,2.140711071,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_168.region001,Polyketide,T1PKS,2.129448861,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_147.region001,Hybrid,hglE-KS:T3PKS,1.888859756,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_61.region001,Polyketide,hglE-KS,1.86620901,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B64,GKCHABDB_67.region001,Other,betalactone,1.7221689,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
M36,Aegir_M36_B65,OKGIDNFP_63.region001,RiPP,RRE-containing,3.190161638,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M36,Aegir_M36_B65,OKGIDNFP_86.region001,Other,arylpolyene,2.38135046,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M36,Aegir_M36_B65,OKGIDNFP_82.region001,Other,resorcinol,2.090061557,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M36,Aegir_M36_B66,EOCGDEIA_59.region001,NRP,NRP generic,4.752642006,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
M36,Aegir_M36_B66,EOCGDEIA_30.region001,NRP,NRP generic,4.060849984,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
M36,Aegir_M36_B67,KOOHGOLM_203.region001,NRP,NRP generic,2.994825804,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B69,GLOGLBCN_111.region001,Other,arylpolyene,3.943880884,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_162.region001,Other,arylpolyene,3.918052303,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_196.region001,Other,arylpolyene,3.80593023,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_56.region001,Hybrid,arylpolyene:resorcinol,3.731179553,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B69,GLOGLBCN_2.region001,RiPP,lanthipeptide,3.724150242,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
M36,Aegir_M36_B72,ALEHICHF_185.region001,Other,betalactone,2.767080544,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,
M36,Aegir_M36_B73,PDMGNGAF_160.region001,NRP,NRP generic,2.531116442,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M36,Aegir_M36_B8,KIEHLOCK_177.region001,RiPP,RRE-containing,2.783638298,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,
M36,Aegir_M36_B9,IJMCNGDJ_25.region001,Other,arylpolyene,3.358215134,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B9,IJMCNGDJ_52.region001,Terpene,Terpene generic,2.713021298,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B9,IJMCNGDJ_32.region001,Other,ectoine,2.684898353,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M36,Aegir_M36_B9,IJMCNGDJ_34.region001,RiPP,RiPP-like,2.490659469,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B1,IPOPAIFA_180.region001,RiPP,ranthipeptide,3.792452509,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
M37,Aegir_M37_B1,IPOPAIFA_360.region001,Terpene,Terpene generic,3.326016074,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
M37,Aegir_M37_B10,CFKOCBML_67.region001,Other,arylpolyene,3.784143443,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
M37,Aegir_M37_B10,CFKOCBML_169.region001,Other,arylpolyene,3.298702494,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
M37,Aegir_M37_B10,CFKOCBML_118.region001,Other,resorcinol,3.011538844,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
M37,Aegir_M37_B11,EIPHLLKK_128.region001,Other,arylpolyene,2.604477858,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
M37,Aegir_M37_B11,EIPHLLKK_409.region001,Polyketide,HR-T2PKS,2.332275941,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
M37,Aegir_M37_B11,EIPHLLKK_72.region001,Other,arylpolyene,2.31489123,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
M37,Aegir_M37_B13,OIGOLJNO_16.region001,RiPP,ranthipeptide,2.639678897,Bacteria,Caldisericota,Caldisericia,JAAYUI01,JAAYUI01,JAXGMQ01,
M37,Aegir_M37_B14,CBENGHKH_143.region001,RiPP,RiPP-like,4.644451345,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B14,CBENGHKH_40.region001,Other,ectoine,3.975862295,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B14,CBENGHKH_280.region001,Terpene,Terpene generic,3.479078261,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B14,CBENGHKH_1.region001,Other,arylpolyene,3.220345715,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B15,EHALHDMF_16.region001,Terpene,Terpene generic,3.220707137,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,
M37,Aegir_M37_B15,EHALHDMF_373.region001,RiPP,RRE-containing,2.760394176,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,
M37,Aegir_M37_B17,NGEBLNKK_39.region001,NRP,NRPS-like,4.452133251,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B17,NGEBLNKK_71.region001,RiPP,RiPP-like,3.984551906,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B17,NGEBLNKK_11.region001,Other,arylpolyene,3.733366042,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B17,NGEBLNKK_119.region001,Other,hydrogen-cyanide,3.550668401,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M37,Aegir_M37_B19,ODLDNGCH_28.region001,Terpene,Terpene generic,3.369422298,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JANQFR01,
M37,Aegir_M37_B2,BKNOFKLA_52.region001,RiPP,RiPP-like,3.146724522,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,,
M37,Aegir_M37_B2,BKNOFKLA_75.region001,Terpene,Terpene generic,2.814200325,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,,
M37,Aegir_M37_B20,JKPCDLON_8.region001,NRP,CDPS,3.46822127,Bacteria,Patescibacteriota,Minisyncoccia,Moranbacterales,DUUL01,,
M37,Aegir_M37_B21,JBPFJJCB_62.region001,Terpene,Terpene generic,3.284421787,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
M37,Aegir_M37_B21,JBPFJJCB_163.region001,RiPP,RiPP-like,2.956012725,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
M37,Aegir_M37_B21,JBPFJJCB_123.region001,RiPP,redox-cofactor,2.847098917,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
M37,Aegir_M37_B22,NLCMHHHC_61.region001,Other,crocagin,3.566571832,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_258.region001,Terpene,Terpene generic,3.326159589,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_225.region001,RiPP,RiPP-like,3.09860691,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_241.region001,RiPP,RiPP-like,3.069179278,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_295.region001,NRP,NRP generic,3.014810713,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_253.region001,RiPP,RiPP-like,2.962746108,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_240.region001,Other,NAPAA,2.880529341,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_39.region001,NRP,NRPS-like,2.728589625,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B22,NLCMHHHC_156.region001,Polyketide,T1PKS,2.698779768,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
M37,Aegir_M37_B23,JCMCOKNO_287.region001,Polyketide,HR-T2PKS,3.397675726,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_484.region001,Other,arylpolyene,3.16512891,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_191.region001,RiPP,RiPP-like,2.930973472,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_475.region001,Other,arylpolyene,2.827426314,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_148.region001,Polyketide,T3PKS,2.615157026,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B23,JCMCOKNO_648.region001,Polyketide,T3PKS,2.500853595,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
M37,Aegir_M37_B24,PDEOMJHC_252.region001,Other,hydrogen-cyanide,2.922545166,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,
M37,Aegir_M37_B24,PDEOMJHC_159.region001,Polyketide,hglE-KS,2.657264962,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,
M37,Aegir_M37_B26,GNFAAGLJ_124.region001,Other,hydrogen-cyanide,3.186623383,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,SPBW01,
M37,Aegir_M37_B27,FDOHJKJH_517.region001,RiPP,RRE-containing,2.935511216,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
M37,Aegir_M37_B27,FDOHJKJH_30.region001,RiPP,RRE-containing,2.852551261,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
M37,Aegir_M37_B27,FDOHJKJH_117.region001,RiPP,RiPP-like,2.830177805,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
M37,Aegir_M37_B28,IAFKBFLO_119.region001,Other,arylpolyene,3.419227096,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,NaphS2,
M37,Aegir_M37_B29,EMBCFOFO_111.region001,RiPP,RiPP-like,3.533847553,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M37,Aegir_M37_B29,EMBCFOFO_60.region001,RiPP,RRE-containing,3.239975908,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
M37,Aegir_M37_B3,HNCLEMDB_119.region001,RiPP,RiPP-like,2.553742725,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,,
M37,Aegir_M37_B30,MNOMKIBA_9.region001,NRP,NRPS-like,3.897841566,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_65.region001,Hybrid,arylpolyene:resorcinol,3.680751606,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_253.region001,Hybrid,NRPS-like:T1PKS,3.576856947,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_87.region001,NRP,NRP generic,3.392029697,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B30,MNOMKIBA_153.region001,RiPP,lanthipeptide,3.111753504,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
M37,Aegir_M37_B32,JFNMFPJL_283.region001,RiPP,RiPP-like,3.306338053,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B32,JFNMFPJL_107.region001,Other,hserlactone,3.002076663,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B32,JFNMFPJL_86.region001,Hybrid,NRPS-like:T1PKS,2.546555448,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B32,JFNMFPJL_198.region001,RiPP,redox-cofactor,2.52554359,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
M37,Aegir_M37_B34,GOGOMFGK_256.region001,NRP,NRPS-like,1.777185218,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,Anaerobaca,
M37,Aegir_M37_B35,CJICECBE_42.region001,Other,arylpolyene,3.811073708,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B35,CJICECBE_196.region001,Other,resorcinol,3.353417476,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B36,HECOAHAK_1.region001,RiPP,RRE-containing,3.429238066,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B36,HECOAHAK_45.region001,Hybrid,arylpolyene:resorcinol,3.019009318,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M37,Aegir_M37_B37,NEILPPCH_323.region001,RiPP,RiPP-like,3.266613926,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B37,NEILPPCH_205.region001,RiPP,RRE-containing,2.959170755,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B37,NEILPPCH_150.region001,Polyketide,T3PKS,2.89245524,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B37,NEILPPCH_380.region001,RiPP,RRE-containing,2.672678023,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,,
M37,Aegir_M37_B38,PGEEBHBE_18.region001,RiPP,RRE-containing,3.38181595,Bacteria,Planctomycetota,SZUA-567,SZUA-567,JAFGNG01,JAFGNG01,
M37,Aegir_M37_B39,HAEKJFGP_416.region001,Other,hserlactone,3.221349485,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B39,HAEKJFGP_176.region001,RiPP,RiPP-like,2.991500712,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B39,HAEKJFGP_454.region001,Terpene,Terpene generic,2.83821058,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B39,HAEKJFGP_146.region001,Other,hserlactone,2.341870798,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B40,LOEOMKJD_89.region001,RiPP,ranthipeptide,4.077335636,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_49.region001,RiPP,ranthipeptide,3.923514051,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_99.region001,RiPP,sactipeptide,3.888862805,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_90.region001,RiPP,ranthipeptide,3.761016384,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B40,LOEOMKJD_107.region001,Other,hydrogen-cyanide,3.377466526,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M37,Aegir_M37_B41,CICNOPNC_59.region001,Other,resorcinol,3.393273558,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_17.region001,Other,arylpolyene,3.361122567,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_131.region001,RiPP,RiPP-like,3.318932301,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_35.region001,Other,arylpolyene,3.281891903,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B41,CICNOPNC_188.region001,NRP,NRPS-like,3.232222926,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
M37,Aegir_M37_B42,BJPDIAKJ_127.region001,RiPP,RiPP-like,4.354788739,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M37,Aegir_M37_B42,BJPDIAKJ_65.region001,RiPP,RiPP-like,3.172480243,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M37,Aegir_M37_B42,BJPDIAKJ_106.region001,Polyketide,T1PKS,2.982510406,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M37,Aegir_M37_B43,DFOIADHH_91.region001,RiPP,RiPP-like,3.436369088,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M37,Aegir_M37_B46,FJIODLBK_30.region001,RiPP,RiPP-like,3.227036831,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B46,FJIODLBK_68.region001,Other,betalactone,3.063798833,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
M37,Aegir_M37_B47,IMHBHNJB_42.region001,RiPP,RRE-containing,3.298668449,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
