Metagenome,MAG,BGC,class,Predicted product,Domain,Phylum,Class,Order,Family,Genus,Species,M24 lg(GPM),M25 lg(GPM),M26 lg(GPM),M33 lg(GPM),M36 lg(GPM),M37 lg(GPM),M38 lg(GPM),M39 lg(GPM),M42 lg(GPM)
M24,Aegir_M24_B77,OLKFNNDA_53.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,0,1.720288549,0.688638291,0,0,0,1.647541778,0.954169144,1.097048579,0
M24,Aegir_M24_B78,PPLLNGHE_136.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0,2.260796901,1.508517578,0,1.33738703,0,2.536302354,1.95013969,2.593621476,0
M24,Aegir_M24_B78,PPLLNGHE_239.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0,2.398047208,1.240841755,0,1.710689264,0,2.995625259,2.194347228,2.670441342,0
M24,Aegir_M24_B78,PPLLNGHE_407.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0,2.163213218,1.009098842,0,1.138998289,0,2.517210013,1.575659691,2.101755877,0
M24,Aegir_M24_B78,PPLLNGHE_578.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0,1.770407902,1.285300307,0,0.813139764,0,2.43802382,1.249801165,1.95695203,0
M24,Aegir_M24_B78,PPLLNGHE_644.region001,RiPP,ranthipeptide,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0,2.328734557,1.674834942,0,0.901644402,0,2.915694543,2.037275808,2.447326971,0
M24,Aegir_M24_B8,ONKHKEEE_135.region001,Other,arylpolyene,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,2.791140891,0.198823326,1.049237644,2.630837151,0,1.856696818,0,1.347596304,0.146400965
M24,Aegir_M24_B8,ONKHKEEE_33.region001,Other,resorcinol,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,3.090410995,0,0,3.188711729,0,2.344340364,0,1.5829938,0
M24,Aegir_M24_B8,ONKHKEEE_51.region001,Other,arylpolyene,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,3.157959791,1.280741731,0,3.03561045,0,3.642980259,0,1.564213283,0
M24,Aegir_M24_B8,ONKHKEEE_248.region001,Other,arylpolyene,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B80,BELJCDKK_13.region001,Other,betalactone,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodaliceae,DRKF01,0,2.477917,2.178904886,0,0,0.872034023,0,0,2.098205104,2.414417222
M24,Aegir_M24_B80,BELJCDKK_27.region001,Other,betalactone,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodaliceae,DRKF01,0,2.475269869,2.080882713,0,0,0.935308192,0,0,1.965026732,2.421804608
M24,Aegir_M24_B80,BELJCDKK_32.region001,RiPP,thioamitides,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodaliceae,DRKF01,0,2.351289425,1.990675365,0,0,0.398091264,0,0.443292862,1.913531231,1.948161292
M24,Aegir_M24_B80,BELJCDKK_3.region001,RiPP,RiPP-like,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodaliceae,DRKF01,0,2.640716054,2.283494431,0,0,0.966004592,0,0,2.143090239,2.458548904
M24,Aegir_M24_B84,NEHKBEFE_18.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B84,NEHKBEFE_104.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B84,NEHKBEFE_37.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B84,NEHKBEFE_102.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B84,NEHKBEFE_120.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B85,NDABMHGF_639.region001,Polyketide,T1PKS,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0,2.817498155,2.986024924,0,0,0.892486959,1.426941208,0.460567302,2.808921773,0.744674079
M24,Aegir_M24_B85,NDABMHGF_124.region001,RiPP,RRE-containing,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B86,FFEJCLNM_180.region001,NRP,NRPS-like,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.299713391,0,0,0.679687421,1.673207217,0,0,3.037379508,0
M24,Aegir_M24_B86,FFEJCLNM_20.region001,NRP,NRPS-like,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.491648784,0,0,0,0,0,0,2.52397188,0
M24,Aegir_M24_B86,FFEJCLNM_237.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,2.714655203,0,0,0.854297077,1.002718833,0,0,2.573267187,0
M24,Aegir_M24_B86,FFEJCLNM_296.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.243827068,0,0,0,0,0,0,3.003127002,0
M24,Aegir_M24_B86,FFEJCLNM_2.region001,RiPP,RRE-containing,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.037398654,0,0,0.444646769,1.313227827,0,0,2.744346908,0
M24,Aegir_M24_B86,FFEJCLNM_332.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,2.607788008,0,0,0,0,0,0,2.572101757,0
M24,Aegir_M24_B86,FFEJCLNM_419.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,2.898085458,0,0,0,0,0,0,1.476341327,0
M24,Aegir_M24_B86,FFEJCLNM_44.region001,RiPP,RRE-containing,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,2.649661199,0,0,0,0,0,0,2.614525268,0
M24,Aegir_M24_B86,FFEJCLNM_493.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.013981679,0,0,0,1.190494769,0,0,2.711014261,0
M24,Aegir_M24_B86,FFEJCLNM_526.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,2.99103144,0,0,0.644597217,0,1.57051127,0,1.900831663,0
M24,Aegir_M24_B86,FFEJCLNM_56.region001,Polyketide,T3PKS,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.173294467,0,0,0,0,0,0,2.850641108,0
M24,Aegir_M24_B86,FFEJCLNM_571.region001,NRP,NRPS-like,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,3.345708449,0,0,0.25362594,0,0,0,2.310288031,0
M24,Aegir_M24_B86,FFEJCLNM_179.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B86,FFEJCLNM_518.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B86,FFEJCLNM_334.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B87,NNENBOCK_130.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B87,NNENBOCK_153.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B88,OBCMDBHP_2.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,1.726718542,0.33852096,0,0,0,1.093304465,0,0,0
M24,Aegir_M24_B88,OBCMDBHP_62.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,2.892386637,1.189619661,0.863942719,0.14342785,0.710978913,1.245433161,0,1.42193869,0
M24,Aegir_M24_B88,OBCMDBHP_27.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B89,HNEPLFDD_177.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,2.550497406,2.504722505,0,1.578506011,2.063870318,1.996264575,2.365682771,3.950076071,0
M24,Aegir_M24_B89,HNEPLFDD_308.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B89,HNEPLFDD_357.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B9,OIHBEECM_88.region001,Polyketide,T3PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0,2.057110512,0.195425959,3.549971183,0,2.574117708,0,0,0,0
M24,Aegir_M24_B9,OIHBEECM_23.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B9,OIHBEECM_68.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B90,PPCPAABK_16.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,SZUA-37,0,1.569056446,0,0,0,0,0,0,0,0
M24,Aegir_M24_B90,PPCPAABK_24.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,SZUA-37,0,2.380550182,0,0,0,0,0,0,0,0
M24,Aegir_M24_B90,PPCPAABK_30.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,SZUA-37,0,2.371158963,0,0,0,0,0,1.019642926,0,0
M24,Aegir_M24_B90,PPCPAABK_38.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,SZUA-37,0,2.117312665,0,0,0,0,0,0,0,0
M24,Aegir_M24_B90,PPCPAABK_55.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,SZUA-37,0,2.652126655,0,0,0,0,0,1.305445115,0,0
M24,Aegir_M24_B90,PPCPAABK_5.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,SZUA-37,0,2.691234254,0,0,0,0,1.138742084,0,0,0
M24,Aegir_M24_B91,BKBAFHKC_13.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,BB2,0,3.816441282,0,0,0,0,0,0,0,0
M24,Aegir_M24_B91,BKBAFHKC_15.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,BB2,0,3.767087533,0,0,0,0,0,0,0,0
M24,Aegir_M24_B91,BKBAFHKC_20.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,BB2,0,3.820283266,0,0,0,0,0,0,0,0
M24,Aegir_M24_B92,NJPCPLPI_182.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,0,0,2.421562755,0.679577128,0,1.478483357,0,0.656209382,0,1.991077404,0
M24,Aegir_M24_B92,NJPCPLPI_338.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,0,0,2.358047796,0.288608976,0,1.372750934,0,0,0,1.62643819,0
M24,Aegir_M24_B92,NJPCPLPI_86.region001,Hybrid,NRPS:T1PKS,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,0,0,2.851683475,1.378975814,0,1.662972227,0.770001297,1.00342555,0,2.444158427,0.196219684
M24,Aegir_M24_B93,BHGFJBKP_40.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,0,2.618590486,1.361161184,0,1.269211882,0,2.240883425,2.499818801,0,0
M24,Aegir_M24_B93,BHGFJBKP_77.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B93,BHGFJBKP_123.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,0,0,0,0,0,0,0,0,0,0
M24,Aegir_M24_B94,FBDIKMAG_101.region001,Polyketide,hglE-KS,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae_A,JAHRVQ01,0,2.92155785,1.217118039,0.335138597,2.750074426,0,0,2.155088849,0.495194559,0
M24,Aegir_M24_B94,FBDIKMAG_31.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae_A,JAHRVQ01,0,2.982264626,0,0,2.62089617,0,0,1.661552062,0,0
M24,Aegir_M24_B95,CEPJKJNM_37.region001,Other,arylpolyene,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,2.448826412,1.847132155,0,0.918053743,1.715278893,3.350349816,2.277110286,2.291892465,0
M24,Aegir_M24_B95,CEPJKJNM_69.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,2.977351209,2.075309565,1.218153707,0,1.28703865,2.48425073,2.189572743,2.238547675,0
M24,Aegir_M24_B95,CEPJKJNM_7.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,2.368251878,2.431958762,1.318585253,0,1.387470196,1.825014431,1.578799828,1.955762469,0
M24,Aegir_M24_B96,BGMMDEHE_185.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,JAGLBW01,0,3.848006779,1.638401905,0,-0.100930367,0,0,1.113882285,0.779640465,0
M24,Aegir_M24_B96,BGMMDEHE_259.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,JAGLBW01,0,3.148552118,0.786649546,0,0.314489003,0,0,0,0,0
M24,Aegir_M24_B96,BGMMDEHE_302.region001,Other,acyl_amino_acids,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,JAGLBW01,0,2.82861095,0.886530341,0,0,0,0,0,0,0
M24,Aegir_M24_B96,BGMMDEHE_41.region001,Other,acyl_amino_acids,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,JAGLBW01,0,3.071536305,0,0,0,0,0,0,0.305707801,0
M24,Aegir_M24_B96,BGMMDEHE_42.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,JAGLBW01,0,3.619815422,0,0,0,0,0,0,0.499520085,0
M24,Aegir_M24_B97,FINALPNG_12.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.191544828,0,0,0.211710862,0,0,0,0,0
M24,Aegir_M24_B97,FINALPNG_1.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.024106685,0,0,0,0,0,0,0.48801689,0
M24,Aegir_M24_B97,FINALPNG_23.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.313269869,0,0,1.159707085,0,0.939493102,0,0.593119886,0
M24,Aegir_M24_B97,FINALPNG_30.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,1.983735053,0,0,2.379633113,0,0,0.47190224,0.012721684,0
M24,Aegir_M24_B97,FINALPNG_6.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.600137704,0.348617262,0,0.654607969,0,0,0.13702686,0,0
M24,Aegir_M24_B98,PCFAOBBO_181.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,2.892545686,1.606377561,0,0,2.354980594,0,0,2.755150539,0
M24,Aegir_M24_B98,PCFAOBBO_341.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,2.058751062,1.102351756,0,0,1.577953518,0,0,1.832981339,0
M24,Aegir_M24_B98,PCFAOBBO_430.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,2.299017009,1.421798949,0,0,1.818219464,0,0,2.029781592,0
M24,Aegir_M24_B98,PCFAOBBO_92.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,2.228205723,1.576766706,0,0,1.319974708,0,0.88805505,1.843847842,0
M24,Aegir_M24_B99,FNLHKMGP_101.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,2.318137142,0.829186208,0,0,0.697332946,2.173795247,1.53841456,1.096267343,0.123551333
M24,Aegir_M24_B99,FNLHKMGP_102.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,2.357933594,0.986335274,0,0.213144735,0.905634535,2.139058787,1.763749488,1.637783611,0
M24,Aegir_M24_B99,FNLHKMGP_129.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,2.032515682,0,0,-0.267175137,0.425314663,1.561828902,1.345577523,0.856433743,0
M24,Aegir_M24_B99,FNLHKMGP_242.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,2.413824091,0,0,0,0,1.959224131,1.845635094,1.186882182,0
M24,Aegir_M24_B99,FNLHKMGP_250.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,3.000238563,0.903620081,0,0,1.424979333,2.873247433,2.226055785,1.803392063,0
M25,Aegir_M25_B1,GJBGJFNG_177.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,JAGPBS01,0,0,0,0,2.133795989,0,0,0,0,0,0,0
M25,Aegir_M25_B1,GJBGJFNG_85.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,JAGPBS01,0,0,0,1.020930499,2.249033348,0,0,0.97800091,0,0,1.376935308,0
M25,Aegir_M25_B10,DBCOEKGD_3.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,1.903551795,2.24813078,1.043549236,0.323034366,0,1.248948418,0,1.747673242,0
M25,Aegir_M25_B10,DBCOEKGD_6.region002,Hybrid,betalactone:Terpene,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B10,DBCOEKGD_6.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B10,DBCOEKGD_28.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B100,HECEMDOC_14.region001,RiPP,RRE-containing,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B101,DOCLLKKD_14.region001,RiPP,lanthipeptide,Bacteria,WOR-3,Hydrothermia,B15-G9,WFZT01,WFZT01,0,0,2.755055699,0,0,0,0,0,0,0
M25,Aegir_M25_B102,KDFDCCFH_32.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B102,KDFDCCFH_185.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B102,KDFDCCFH_180.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B102,KDFDCCFH_161.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B102,KDFDCCFH_144.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B102,KDFDCCFH_46.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B103,ICIFODNN_180.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,0,2.966004248,2.343662117,0,1.014607051,0,0,1.679809338,2.868960232
M25,Aegir_M25_B103,ICIFODNN_92.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B103,ICIFODNN_104.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B103,ICIFODNN_175.region001,Hybrid,NRPS-like:T1PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B104,NDACLIJG_151.region001,Other,hydrogen-cyanide,Bacteria,WOR-3,Hydrothermia,UBA1063,CAJXJZ01,CAJXJZ01,0,0.729149008,2.531283124,1.492395739,0,0,0,0,2.443966913,0
M25,Aegir_M25_B105,LFOILLGL_230.region001,Other,other,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,JALSSH01,0,0.958109442,3.093658327,0,0,1.091271112,0,0,0.978322148,2.225059675
M25,Aegir_M25_B105,LFOILLGL_300.region001,RiPP,RiPP-like,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,JALSSH01,0,0,2.983303575,0,0,1.030446562,1.087779556,0,1.971855261,1.882633682
M25,Aegir_M25_B106,HFKNKOGN_92.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,3.364090845,3.750265668,1.998077465,0.9765326,4.61412153,3.09277835,2.664426529,4.312519356,0.919149528
M25,Aegir_M25_B106,HFKNKOGN_136.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,2.725842207,3.128385003,0.577398779,1.112156415,4.011097279,2.530985989,2.025939071,3.732211686,0
M25,Aegir_M25_B106,HFKNKOGN_19.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,2.736326641,2.91436119,1.155181099,1.434666229,3.507819425,2.934611549,1.524540144,3.765486169,0.854404411
M25,Aegir_M25_B106,HFKNKOGN_78.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,2.548641743,3.03653823,1.329617241,1.698502783,3.88616568,2.246220885,2.119743825,3.554665709,0.727810558
M25,Aegir_M25_B106,HFKNKOGN_118.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B106,HFKNKOGN_171.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B106,HFKNKOGN_90.region001,Other,resorcinol,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,0,0,0,0,0,0,0,0,0
M25,Aegir_M25_B108,GHKNAMPO_82.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,0,0,0,0,0,0,0,0,0
